"pattern";"theoretical_intensity";"my_kappa";"my_mu";"my_scale";"expect_disp_ind"
"int29_disp14";29;0,29;100;1,3625;14,0098316615053
"int29_disp15";29;0,29;100;1,30625;14,9537356653166
"int29_disp16";29;0,29;100;1,25;16,0111344596354
"int29_disp17";29;0,29;100;1,203125;16,9859604745505
"int29_disp18";29;0,29;100;1,16015625;17,9724072815092
"int29_disp19";29;0,29;100;1,11875;18,9904883495674
"int29_disp20";29;0,29;100;1,08125;20,0208447706663
"int29_disp21";29;0,29;100;1,046875;21,0226967285219
"int29_disp22";29;0,29;100;1,0140625;22,0225729048213
"int29_disp23";29;0,29;100;0,984375;22,9760900200579
"int29_disp24";29;0,29;100;0,95625;24,0000448438432
"int29_disp25";29;0,29;100;0,9296875;25,0000174647664
"int29_disp26";29;0,29;100;0,904296875;25,9963854582678
"int29_disp27";29;0,29;100;0,8796875;27,0082086172446
"int29_disp28";29;0,29;100;0,85625;27,9803202302589
"int29_disp29";29;0,29;100;0,834375;29,0240812470073
"int29_disp30";29;0,29;100;0,815625;29,9698190484422
"int29_disp31";29;0,29;100;0,796875;30,9539016977818
"int29_disp32";29;0,29;100;0,7765625;31,9755389698105
"int29_disp33";29;0,29;100;0,75625;33,0271722428662
"int29_disp34";29;0,29;100;0,73984375;33,9980357859195
"int29_disp35";29;0,29;100;0,725;34,970035973017
"int29_disp36";29;0,29;100;0,70625;36,012492020838
"int29_disp37";29;0,29;100;0,690625;37,0110450679136
"int29_disp38";29;0,29;100;0,67578125;37,9604997602937
"int29_disp39";29;0,29;100;0,661328125;38,9602609020938
"int29_disp40";29;0,29;100;0,64609375;40,0419492843552
"int29_disp41";29;0,29;100;0,63125;41,0399084019463
"int29_disp42";29;0,29;100;0,61875;41,9733360414336
"int29_disp43";29;0,29;100;0,6046875;42,9893544576835
"int29_disp44";29;0,29;100;0,590625;44,0488390507169
"int29_disp45";29;0,29;100;0,578125;44,9632865964312
"int29_disp46";29;0,29;100;0,565625;45,993530497979
"int29_disp47";29;0,29;100;0,553125;46,9909187778658
"int29_disp48";29;0,29;100;0,540625;47,9569306755644
"int29_disp49";29;0,29;100;0,528125;49,021858245467
"int29_disp50";29;0,29;100;0,51640625;49,9747191053182
"int29_disp51";29;0,29;100;0,5041015625;50,9621139925493
"int29_disp52";29;0,29;100;0,4921875;52,0351730287347
"int29_disp53";29;0,29;100;0,48046875;52,9682674839176
"int29_disp54";29;0,29;100;0,46875;53,9698183098485
"int29_disp55";29;0,29;100;0,45625;54,9754420191653
"int29_disp56";29;0,29;100;0,44375;56,0322145254392
"int29_disp57";29;0,29;100;0,4328125;57,0469137520816
"int29_disp58";29;0,29;100;0,42265625;58,043564411776
"int29_disp59";29;0,29;100;0,4109375;59,0257799101143
"int29_disp60";29;0,29;100;0,4;59,9853895717963
"int29_disp61";29;0,29;100;0,3890625;60,9895210212877
"int29_disp62";29;0,29;100;0,378125;62,0381783149258
"int29_disp63";29;0,29;100;0,3671875;62,9543904868756
"int29_disp64";29;0,29;100;0,35625;64,0133172462748
"int29_disp65";29;0,29;100;0,34541015625;64,9865675441775
"int29_disp66";29;0,29;100;0,334375;66,027581048503
"int29_disp67";29;0,29;100;0,32421875;66,9630715358274
"int29_disp68";29;0,29;100;0,31328125;68,04883389204
"int29_disp69";29;0,29;100;0,30390625;68,9709265259107
"int29_disp70";29;0,29;100;0,2921875;70,0498771576999
"int29_disp71";29;0,29;100;0,2828125;71,0102410324982
"int29_disp72";29;0,29;100;0,271875;71,9738628615332
"int29_disp73";29;0,29;100;0,2609375;73,0394808190639
"int29_disp74";29;0,29;100;0,25078125;74,0042999144534
"int29_disp75";29;0,29;100;0,2421875;74,9754879861749
"int30_disp2";30;0,3;100;5,4;2,01566157278851
"int30_disp3";30;0,3;100;3,8;2,99865120643698
"int30_disp4";30;0,3;100;3,1;3,95112240434298
"int30_disp5";30;0,3;100;2,625;5,03062099063983
"int30_disp6";30;0,3;100;2,325;6,02157189459043
"int30_disp7";30;0,3;100;2,125;6,95948855634916
"int30_disp8";30;0,3;100;1,95;7,96927888020653
"int30_disp9";30;0,3;100;1,8;9,02433291083959
"int30_disp10";30;0,3;100;1,6875;10,0142056311317
"int30_disp11";30;0,3;100;1,5875;11,0187119507532
"int30_disp12";30;0,3;100;1,50625;11,9595686894982
"int30_disp13";30;0,3;100;1,425;13,0490019711577
"int30_disp14";30;0,3;100;1,365625;13,959489329961
"int30_disp15";30;0,3;100;1,30625;14,9697677967145
"int30_disp16";30;0,3;100;1,25;16,0020032783695
"int30_disp17";30;0,3;100;1,203125;16,9913170927419
"int30_disp18";30;0,3;100;1,15625;18,005413265541
"int30_disp19";30;0,3;100;1,11875;19,0003145737958
"int30_disp20";30;0,3;100;1,08125;20,0208366393781
"int30_disp21";30;0,3;100;1,046875;20,9682182114822
"int30_disp22";30;0,3;100;1,015625;21,9609981624806
"int30_disp23";30;0,3;100;0,984375;23,0011300830387
"int30_disp24";30;0,3;100;0,95625;24,0162112261518
"int30_disp25";30;0,3;100;0,9296875;24,9512994831796
"int30_disp26";30;0,3;100;0,903125;26,0477662405871
"int30_disp27";30;0,3;100;0,88125;26,9558763079179
"int30_disp28";30;0,3;100;0,85625;28,047277751691
"int30_disp29";30;0,3;100;0,834375;29,026814862541
"int30_disp30";30;0,3;100;0,8140625;30,0450845258256
"int30_disp31";30;0,3;100;0,7953125;31,0008218836753
"int30_disp32";30;0,3;100;0,775;32,01051512476
"int30_disp33";30;0,3;100;0,75625;33,0440215352958
"int30_disp34";30;0,3;100;0,7390625;33,9625184870357
"int30_disp35";30;0,3;100;0,721875;35,0348993021689
"int30_disp36";30;0,3;100;0,70625;36,0077833181978
"int30_disp37";30;0,3;100;0,690625;36,9989778091033
"int30_disp38";30;0,3;100;0,675;38,0091429802326
"int30_disp39";30;0,3;100;0,661328125;38,9947515456914
"int30_disp40";30;0,3;100;0,64609375;40,0008890206258
"int30_disp41";30;0,3;100;0,63203125;41,017764187489
"int30_disp42";30;0,3;100;0,61875;41,9773813857695
"int30_disp43";30;0,3;100;0,603125;43,0367147946646
"int30_disp44";30;0,3;100;0,5921875;43,9581171979689
"int30_disp45";30;0,3;100;0,577734375;45,0074483438623
"int30_disp46";30;0,3;100;0,565625;45,9829174229412
"int30_disp47";30;0,3;100;0,553125;46,9645787625235
"int30_disp48";30;0,3;100;0,541015625;48,0117234876038
"int30_disp49";30;0,3;100;0,5279296875;48,9773657294924
"int30_disp50";30;0,3;100;0,515625;49,9574344752674
"int30_disp51";30;0,3;100;0,5037109375;50,9687360386711
"int30_disp52";30;0,3;100;0,491796875;52,0036179638632
"int30_disp53";30;0,3;100;0,4796875;53,0452937053542
"int30_disp54";30;0,3;100;0,46796875;54,0494104341448
"int30_disp55";30;0,3;100;0,45703125;54,9777077493535
"int30_disp56";30;0,3;100;0,4453125;55,9788690993387
"int30_disp57";30;0,3;100;0,4328125;57,0307896686073
"int30_disp58";30;0,3;100;0,421875;58,0366754872256
"int30_disp59";30;0,3;100;0,411328125;58,9547416200368
"int30_disp60";30;0,3;100;0,4;59,9832134457789
"int30_disp61";30;0,3;100;0,38828125;60,9803359825286
"int30_disp62";30;0,3;100;0,378125;62,0163754468102
"int30_disp63";30;0,3;100;0,3671875;62,9534814327791
"int30_disp64";30;0,3;100;0,35703125;63,9536473937071
"int30_disp65";30;0,3;100;0,3453125;65,0307001997551
"int30_disp66";30;0,3;100;0,334375;66,0366130937926
"int30_disp67";30;0,3;100;0,3240234375;67,0179304543367
"int30_disp68";30;0,3;100;0,31328125;67,9932623628881
"int30_disp69";30;0,3;100;0,303125;68,9619687949634
"int30_disp70";30;0,3;100;0,2921875;70,0290253246009
"int30_disp71";30;0,3;100;0,2828125;70,9511268926427
"int30_disp72";30;0,3;100;0,272265625;72,0235722682805
"int30_disp73";30;0,3;100;0,2619140625;72,9591031351457
"int30_disp74";30;0,3;100;0,2515625;73,9588364089982
"int30_disp75";30;0,3;100;0,24140625;74,9530402428524
